tmy_id,city,db_temp_avg,elevation,latitude,longitude,rh_avg,state,url,utc_offset,wind_spd_avg
702757,WHITTIER,39.35129452054772,29.52756,60.767,-148.683,78.16963470319635,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/702757,-9.0,8.976385681963071
702770,SEWARD,40.05105479452006,59.05512,60.117,-149.45,75.64429223744293,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/702770,-9.0,9.590624891552427
702910,NORTHWAY AIRPORT,23.91152739726011,1712.5984799999999,62.967,-141.933,69.04577625570776,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/702910,-9.0,4.28836208789958
702960,CORDOVA,39.82120547945215,39.37008,60.5,-145.5,78.13219178082191,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/702960,-9.0,4.766444173287654
702986,BIG RIVER LAKE,37.62522602739717,39.37008,60.817,-152.3,73.40639269406392,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/702986,-9.0,6.393103019634702
703080,ST PAUL ISLAND ARPT,36.170308219178125,22.96588,57.167,-170.217,85.875,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/703080,-9.0,16.10149922716876
703160,COLD BAY ARPT,38.925171232876686,95.14436,55.2,-162.717,84.175,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/703160,-9.0,16.870153689954115
703165,SAND POINT,39.95717123287655,22.96588,55.317,-160.517,73.48664383561643,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/703165,-9.0,11.345754572831119
703210,DILLINGHAM (AMOS),36.31521232876711,95.14436,59.05,-158.517,73.57009132420092,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/703210,-9.0,8.23553975410943
703260,KING SALMON ARPT,35.68815068493162,49.2126,58.683,-156.65,79.05502283105022,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/703260,-9.0,10.495283263470135
703330,PORT HEIDEN,37.70291780821916,95.14436,56.95,-158.617,68.59726027397261,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/703330,-9.0,13.349169272602749
703400,ILIAMNA ARPT,38.30336986301383,187.00788,59.75,-154.917,73.4744292237443,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/703400,-9.0,10.724033360730385
703407,SLEETMUTE,34.12157534246578,177.16536,61.717,-157.15,67.02945205479452,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/703407,-9.0,2.7275346493151216
703410,HOMER ARPT,38.79783561643833,88.58268,59.65,-151.483,75.50228310502283,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/703410,-9.0,7.965064086529581
703430,MIDDLETON ISLAND AUT,42.28697945205423,45.93176,59.467,-146.317,67.77545662100457,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/703430,-9.0,13.444724403652984
703500,KODIAK AIRPORT,41.75815753424652,16.4042,57.75,-152.5,77.82865296803654,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/703500,-9.0,10.812132025113904
703606,TOGIAC VILLAGE AWOS,36.84276027397241,19.68504,59.05,-160.4,76.16506849315068,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/703606,-9.0,11.038277466209959
703610,YAKUTAT STATE ARPT,40.36685616438331,26.24672,59.517,-139.633,83.74189497716895,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/703610,-9.0,6.360442674200877
703620,SKAGWAY AIRPORT,42.180150684931654,29.52756,59.467,-135.3,68.59417808219177,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/703620,-9.0,10.167786054566292
703670,GUSTAVUS,40.60995890410986,39.37008,58.417,-135.7,75.2453196347032,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/703670,-9.0,4.422604023744279
703710,SITKA JAPONSKI AP,43.127082191781035,13.12336,57.05,-135.367,72.83949771689498,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/703710,-9.0,7.5663218707761315
703810,JUNEAU INT'L ARPT,41.865273972602836,13.12336,58.35,-134.583,81.0074200913242,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/703810,-9.0,7.63230649360729
703855,KAKE SEAPLANE BASE,42.390376712328944,0.0,56.967,-133.95,75.250799086758,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/703855,-9.0,6.6599015255707235
703860,PETERSBURG,41.915287671233216,108.26772,56.8,-132.95,79.42009132420091,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/703860,-9.0,3.9138533888128406
703870,WRANGELL,43.07291780821992,42.65092,56.483,-132.367,75.67431506849314,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/703870,-9.0,5.976894286072638
703884,HYDABURG SEAPLANE,47.92011643835673,0.0,55.2,-132.833,67.64885844748858,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/703884,-9.0,7.467038506392573
703950,KETCHIKAN INTL AP,43.30880821917777,75.45932,55.367,-131.717,78.33493150684932,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/703950,-9.0,7.987382414840179
703980,ANNETTE ISLAND AP,46.28143835616433,108.26772,55.05,-131.567,80.587899543379,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/703980,-9.0,9.097553265296819
704140,SHEMYA AFB,37.97669863013722,101.70604,52.717,174.117,81.03881278538813,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/704140,-10.0,17.330948008447507
704540,ADAK NAS,39.848595890410756,16.4042,51.883,-176.65,75.70228310502283,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/704540,-10.0,13.728631925570879
704890,DUTCH HARBOR,40.445349315068086,13.12336,53.9,-166.55,74.33573059360731,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/704890,-9.0,11.23939777945201
